vehicle_id,date,mileage,maintenance_type,service_category,description,labor_hours,parts_cost,labor_cost,downtime_hours,technician_id,completed
TRUCK-0009,2023-08-18,150405,Inspection,DOT Inspection,Transmission fluid change,3.9,423,108,21,TECH-001,True
TRUCK-0009,2020-09-18,159868,Inspection,DOT Inspection,Transmission fluid change,4.4,1052,651,1,TECH-016,True
TRUCK-0009,2020-04-03,143409,Corrective,Tires,Tire rotation and balancing,5.4,366,423,34,TECH-010,True
TRUCK-0009,2021-05-07,114391,Emergency,Transmission,Oil change and filter replacement,7.0,1144,406,5,TECH-017,True
TRUCK-0009,2022-10-29,119354,Preventive,Tires,Electrical system troubleshooting,7.5,225,715,43,TECH-016,True
TRUCK-0009,2022-02-22,142819,Inspection,DOT Inspection,Transmission fluid change,1.4,1406,751,45,TECH-019,True
TRUCK-0009,2022-12-06,115021,Preventive,Transmission,Engine diagnostic and repair,4.4,1300,533,27,TECH-020,True
TRUCK-0009,2020-01-12,147978,Preventive,Tires,Coolant system flush,1.2,344,440,35,TECH-016,False
TRUCK-0009,2020-12-08,113747,Preventive,Brakes,Tire rotation and balancing,5.0,817,424,51,TECH-005,True
TRUCK-0009,2022-11-27,118004,Inspection,Transmission,Electrical system troubleshooting,2.5,660,483,9,TECH-014,True
TRUCK-0009,2023-03-15,117405,Preventive,DOT Inspection,Electrical system troubleshooting,3.5,313,238,4,TECH-003,True
TRUCK-0009,2021-09-07,156041,Inspection,Engine,Electrical system troubleshooting,0.9,1360,438,41,TECH-017,True
TRUCK-0009,2023-10-31,142733,Inspection,Tires,Electrical system troubleshooting,6.3,696,400,26,TECH-018,False
TRUCK-0009,2022-08-08,121313,Corrective,Electrical,Electrical system troubleshooting,4.7,454,395,43,TECH-003,True
TRUCK-0009,2020-03-15,122805,Corrective,Electrical,Electrical system troubleshooting,5.1,769,187,71,TECH-019,False
TRUCK-0009,2023-06-20,126711,Emergency,Transmission,Engine diagnostic and repair,3.9,851,347,44,TECH-006,True
TRUCK-0009,2022-11-25,127521,Corrective,Engine,Engine diagnostic and repair,7.0,424,630,24,TECH-006,True
TRUCK-0010,2020-04-11,524507,Inspection,Engine,Transmission fluid change,5.7,202,225,30,TECH-002,True
TRUCK-0010,2021-11-23,522562,Corrective,DOT Inspection,DOT annual inspection,2.7,924,542,55,TECH-001,True
TRUCK-0010,2020-10-18,497358,Emergency,Engine,Oil change and filter replacement,7.2,994,767,55,TECH-001,False
TRUCK-0010,2022-05-22,524607,Corrective,Tires,Engine diagnostic and repair,7.7,119,135,41,TECH-018,True
TRUCK-0010,2023-01-24,527790,Emergency,Tires,DOT annual inspection,3.5,495,88,26,TECH-004,True
TRUCK-0010,2022-09-10,533966,Corrective,DOT Inspection,Engine diagnostic and repair,6.9,58,534,22,TECH-004,True
TRUCK-0010,2020-11-01,502409,Preventive,DOT Inspection,Engine diagnostic and repair,7.7,1082,350,12,TECH-018,True
TRUCK-0010,2021-05-29,500571,Corrective,Tires,Transmission fluid change,0.6,667,83,3,TECH-015,True
TRUCK-0010,2021-12-26,532977,Emergency,Electrical,Brake pad replacement,0.8,934,704,15,TECH-003,True
TRUCK-0010,2021-06-10,488916,Corrective,DOT Inspection,Air filter replacement,7.0,1178,368,59,TECH-004,False
TRUCK-0010,2020-03-05,496060,Emergency,DOT Inspection,DOT annual inspection,1.5,960,185,22,TECH-008,True
TRUCK-0010,2021-04-14,504730,Emergency,DOT Inspection,Oil change and filter replacement,3.2,1466,424,62,TECH-011,False
TRUCK-0010,2021-04-05,498672,Corrective,DOT Inspection,Brake pad replacement,7.8,995,274,34,TECH-019,True
TRUCK-0010,2023-10-07,527864,Corrective,Electrical,Electrical system troubleshooting,5.1,763,238,37,TECH-010,True
TRUCK-0010,2022-01-06,527537,Corrective,Brakes,Coolant system flush,3.0,457,416,8,TECH-007,False
TRUCK-0010,2022-07-11,493080,Preventive,Brakes,Electrical system troubleshooting,3.9,1331,313,11,TECH-008,True
TRUCK-0010,2022-09-04,531240,Inspection,DOT Inspection,Tire rotation and balancing,2.2,954,305,72,TECH-004,True
TRUCK-0010,2021-08-29,536460,Inspection,Transmission,Oil change and filter replacement,2.6,709,318,69,TECH-015,True
TRUCK-0010,2021-08-19,531177,Inspection,DOT Inspection,Oil change and filter replacement,3.3,1431,383,45,TECH-015,True
TRUCK-0010,2021-03-12,514314,Preventive,Transmission,Brake pad replacement,6.5,350,107,27,TECH-003,True
TRUCK-0010,2022-11-19,489968,Preventive,Brakes,Brake pad replacement,1.7,505,122,70,TECH-013,True
TRUCK-0010,2020-07-01,502612,Inspection,DOT Inspection,Transmission fluid change,0.7,833,155,70,TECH-012,True
TRUCK-0010,2020-08-24,491024,Preventive,Engine,Tire rotation and balancing,6.6,414,445,68,TECH-009,True
TRUCK-0010,2022-03-05,527205,Corrective,Transmission,Brake pad replacement,6.0,90,762,68,TECH-019,True
TRUCK-0010,2022-04-16,509449,Preventive,Engine,DOT annual inspection,7.2,310,183,49,TECH-004,True
TRUCK-0010,2022-08-23,514194,Emergency,Brakes,Tire rotation and balancing,4.0,1078,159,54,TECH-006,True
TRUCK-0010,2023-05-28,489456,Corrective,Electrical,Engine diagnostic and repair,6.1,1200,256,37,TECH-018,True
TRUCK-0010,2022-11-09,532847,Corrective,Transmission,Engine diagnostic and repair,6.3,620,545,54,TECH-017,False
TRUCK-0010,2020-07-31,522837,Inspection,Brakes,DOT annual inspection,3.0,1104,205,70,TECH-006,True
TRUCK-0010,2023-06-22,513344,Corrective,Brakes,Brake pad replacement,5.5,1050,207,72,TECH-004,True
TRUCK-0010,2020-10-12,508126,Preventive,Tires,DOT annual inspection,1.5,1133,336,14,TECH-003,True
TRUCK-0010,2022-10-15,495245,Emergency,Brakes,Tire rotation and balancing,5.6,346,123,18,TECH-015,False
TRUCK-0010,2023-05-04,531505,Preventive,Brakes,Air filter replacement,1.1,979,476,39,TECH-012,True
TRUCK-0010,2022-06-20,486876,Corrective,Engine,Transmission fluid change,6.6,682,564,51,TECH-007,True
TRUCK-0010,2023-09-30,493729,Emergency,Transmission,Brake pad replacement,2.2,770,736,27,TECH-019,True
TRUCK-0010,2021-11-04,526372,Inspection,DOT Inspection,DOT annual inspection,5.6,1259,76,65,TECH-014,True
TRUCK-0010,2020-05-06,491891,Preventive,Engine,Transmission fluid change,6.2,1166,773,47,TECH-019,False
TRUCK-0010,2022-09-05,491930,Corrective,Transmission,Air filter replacement,5.2,1053,795,4,TECH-015,True
TRUCK-0010,2023-08-04,525446,Corrective,Brakes,Brake pad replacement,4.1,1121,573,6,TECH-002,False
TRUCK-0010,2020-10-07,490306,Preventive,Tires,Oil change and filter replacement,7.7,1287,355,51,TECH-001,False
TRUCK-0010,2022-06-25,523571,Inspection,Brakes,Brake pad replacement,6.8,1074,533,3,TECH-002,True
TRUCK-0010,2023-10-27,493174,Preventive,DOT Inspection,Air filter replacement,1.6,983,131,14,TECH-017,True
TRUCK-0010,2021-07-01,528620,Corrective,Electrical,Electrical system troubleshooting,4.8,363,576,45,TECH-020,True
TRUCK-0010,2021-12-31,516743,Emergency,Tires,DOT annual inspection,4.4,807,653,3,TECH-014,True
TRUCK-0010,2021-11-23,493885,Preventive,Electrical,Brake pad replacement,4.2,1461,689,27,TECH-014,True
TRUCK-0010,2021-03-14,496697,Emergency,Engine,Brake pad replacement,5.2,64,537,32,TECH-019,True
TRUCK-0010,2020-09-26,515254,Inspection,DOT Inspection,Electrical system troubleshooting,5.6,1009,111,45,TECH-018,True
TRUCK-0010,2020-11-21,512497,Emergency,Tires,Coolant system flush,1.5,258,494,21,TECH-007,True
TRUCK-0010,2023-02-07,514156,Inspection,Brakes,Electrical system troubleshooting,1.0,653,514,62,TECH-006,True
TRUCK-0010,2021-07-21,515853,Corrective,Tires,Oil change and filter replacement,5.6,547,476,28,TECH-016,True
TRUCK-0010,2021-03-18,521644,Preventive,Engine,Coolant system flush,5.8,238,563,31,TECH-020,False
TRUCK-0010,2022-07-23,507131,Inspection,DOT Inspection,Coolant system flush,6.0,1415,729,46,TECH-003,True
TRUCK-0010,2023-11-02,493079,Corrective,Engine,Brake pad replacement,2.4,565,576,36,TECH-004,True
TRUCK-0010,2020-09-19,521260,Inspection,Electrical,Brake pad replacement,7.0,813,750,2,TECH-006,True
TRUCK-0010,2023-03-02,528026,Emergency,Tires,Air filter replacement,0.7,214,684,8,TECH-014,True
TRUCK-0010,2023-12-06,519491,Preventive,Transmission,Transmission fluid change,5.7,62,734,0,TECH-007,False
TRUCK-0010,2022-03-23,514435,Preventive,Tires,Air filter replacement,2.4,1406,142,72,TECH-018,False
TRUCK-0010,2023-12-11,536441,Inspection,Engine,Oil change and filter replacement,1.6,700,433,31,TECH-012,True
TRUCK-0010,2023-03-15,521107,Preventive,Electrical,Electrical system troubleshooting,6.8,885,291,42,TECH-009,True
TRUCK-0010,2021-02-04,533745,Preventive,Tires,Oil change and filter replacement,4.9,1393,261,12,TECH-016,True
TRUCK-0010,2020-04-01,493592,Preventive,Brakes,Coolant system flush,4.5,242,516,37,TECH-013,True
TRUCK-0010,2022-08-19,490085,Emergency,Brakes,Transmission fluid change,4.6,1248,317,45,TECH-016,True
TRUCK-0010,2023-05-19,506149,Preventive,Tires,Air filter replacement,4.5,526,142,18,TECH-016,True
TRUCK-0010,2020-04-09,535572,Inspection,Tires,Engine diagnostic and repair,3.4,587,580,31,TECH-014,False
TRUCK-0010,2021-10-18,533244,Emergency,Tires,Coolant system flush,4.5,1115,274,1,TECH-005,True
TRUCK-0010,2020-01-17,523310,Preventive,Engine,Brake pad replacement,3.7,1121,733,22,TECH-014,True
TRUCK-0010,2020-10-13,514731,Corrective,Brakes,Brake pad replacement,1.0,734,198,57,TECH-020,True
TRUCK-0010,2020-07-06,487578,Inspection,Engine,Coolant system flush,1.3,597,420,43,TECH-020,True
TRUCK-0010,2021-05-24,521583,Emergency,Brakes,Electrical system troubleshooting,5.1,657,195,14,TECH-010,False
TRUCK-0010,2022-10-15,503549,Emergency,DOT Inspection,Engine diagnostic and repair,2.3,611,132,14,TECH-018,True
TRUCK-0010,2022-07-04,519308,Emergency,Transmission,Tire rotation and balancing,7.2,1140,523,39,TECH-009,False
TRUCK-0010,2020-09-28,515493,Preventive,Transmission,Coolant system flush,7.8,954,447,34,TECH-018,True
TRUCK-0010,2023-04-18,508398,Corrective,DOT Inspection,Tire rotation and balancing,1.7,1301,364,17,TECH-003,False
TRUCK-0010,2021-12-07,526026,Preventive,Engine,Oil change and filter replacement,7.9,1222,542,54,TECH-013,True
TRUCK-0010,2020-04-11,500582,Preventive,Electrical,Coolant system flush,4.9,1168,746,16,TECH-013,True
TRUCK-0010,2020-10-10,525298,Preventive,Engine,Transmission fluid change,2.1,73,134,45,TECH-019,True
TRUCK-0010,2020-03-07,529732,Emergency,Electrical,Air filter replacement,7.9,834,79,21,TECH-008,True
TRUCK-0010,2023-06-22,516529,Emergency,Electrical,DOT annual inspection,7.9,984,321,23,TECH-012,True
TRUCK-0011,2022-03-29,468317,Emergency,DOT Inspection,Engine diagnostic and repair,4.7,298,121,52,TECH-004,False
TRUCK-0011,2022-10-18,459081,Emergency,Tires,DOT annual inspection,1.1,1489,445,25,TECH-018,True
TRUCK-0011,2020-07-09,468635,Preventive,Transmission,Oil change and filter replacement,3.0,51,386,19,TECH-006,True
TRUCK-0011,2021-04-02,504553,Preventive,Engine,Tire rotation and balancing,3.3,818,729,67,TECH-019,False
TRUCK-0011,2021-04-28,496061,Preventive,Electrical,Brake pad replacement,4.7,269,289,53,TECH-017,True
TRUCK-0011,2023-08-04,461728,Corrective,Tires,Brake pad replacement,6.7,228,491,34,TECH-006,True
TRUCK-0011,2022-12-15,475482,Corrective,Transmission,Transmission fluid change,4.4,791,671,51,TECH-015,True
TRUCK-0011,2023-02-01,497320,Preventive,Transmission,Electrical system troubleshooting,3.1,1286,99,0,TECH-007,False
TRUCK-0011,2020-12-05,487283,Preventive,Transmission,Engine diagnostic and repair,4.8,1249,639,16,TECH-019,True
TRUCK-0011,2023-08-29,476981,Emergency,DOT Inspection,Electrical system troubleshooting,1.6,1177,208,27,TECH-017,False
TRUCK-0011,2022-10-11,499791,Inspection,Brakes,Electrical system troubleshooting,1.9,546,739,64,TECH-004,True
TRUCK-0011,2020-12-26,461117,Corrective,DOT Inspection,Transmission fluid change,7.8,995,371,47,TECH-005,True
TRUCK-0011,2020-10-03,459172,Corrective,Tires,Brake pad replacement,0.5,1290,301,34,TECH-016,True
TRUCK-0011,2023-02-09,472199,Preventive,Tires,Coolant system flush,4.8,1118,503,37,TECH-010,True
TRUCK-0011,2022-09-25,458723,Preventive,DOT Inspection,Electrical system troubleshooting,4.7,343,447,28,TECH-003,True
TRUCK-0011,2020-04-11,498369,Corrective,Tires,Coolant system flush,3.1,786,84,24,TECH-011,True
TRUCK-0011,2020-05-17,462708,Inspection,DOT Inspection,Transmission fluid change,4.9,220,314,0,TECH-011,False
TRUCK-0011,2021-09-26,487256,Emergency,DOT Inspection,Oil change and filter replacement,2.8,431,494,65,TECH-014,True
TRUCK-0011,2023-04-02,460921,Inspection,Transmission,Air filter replacement,8.0,680,438,10,TECH-007,True
TRUCK-0011,2023-05-19,488642,Emergency,Brakes,Brake pad replacement,3.3,892,399,29,TECH-016,True
TRUCK-0011,2023-04-30,468006,Corrective,Tires,Transmission fluid change,7.4,509,656,27,TECH-001,True
TRUCK-0011,2023-04-14,487753,Emergency,Transmission,Transmission fluid change,4.7,689,316,49,TECH-016,True
TRUCK-0011,2023-07-26,469733,Inspection,Transmission,Transmission fluid change,4.6,462,714,2,TECH-020,True
TRUCK-0011,2020-03-09,497859,Corrective,DOT Inspection,Oil change and filter replacement,3.4,69,94,59,TECH-019,True
TRUCK-0011,2021-03-17,488881,Preventive,Engine,Tire rotation and balancing,6.5,1058,732,28,TECH-015,False
TRUCK-0011,2023-12-07,464596,Emergency,Transmission,DOT annual inspection,5.1,607,567,28,TECH-003,True
TRUCK-0011,2022-05-30,472609,Preventive,Transmission,Air filter replacement,2.2,447,392,15,TECH-001,False
TRUCK-0011,2022-09-18,460998,Preventive,Engine,Electrical system troubleshooting,5.0,1416,260,62,TECH-001,False
TRUCK-0011,2022-12-09,497534,Inspection,Engine,Oil change and filter replacement,6.1,1475,206,32,TECH-003,True
TRUCK-0011,2020-07-13,467353,Corrective,DOT Inspection,Coolant system flush,2.0,1204,534,43,TECH-015,True
TRUCK-0011,2023-08-27,490905,Preventive,Tires,Transmission fluid change,5.4,1274,270,30,TECH-017,True
TRUCK-0011,2023-02-11,466565,Corrective,Engine,Transmission fluid change,0.8,702,100,53,TECH-015,True
TRUCK-0011,2023-05-15,504384,Inspection,DOT Inspection,Oil change and filter replacement,2.5,156,575,47,TECH-017,True
TRUCK-0011,2023-08-02,474994,Inspection,Tires,Coolant system flush,2.7,157,260,20,TECH-018,True
TRUCK-0011,2022-04-11,472367,Corrective,Brakes,Electrical system troubleshooting,4.6,183,607,17,TECH-011,True
TRUCK-0011,2021-02-08,493035,Inspection,Brakes,Transmission fluid change,6.4,464,205,48,TECH-005,True
TRUCK-0011,2021-10-30,471392,Emergency,Transmission,Air filter replacement,5.6,691,86,58,TECH-008,False
TRUCK-0011,2023-07-25,479038,Corrective,Transmission,Coolant system flush,7.6,1064,745,46,TECH-005,True
TRUCK-0011,2021-07-03,480152,Corrective,Electrical,Transmission fluid change,5.2,1495,502,22,TECH-004,True
TRUCK-0011,2022-12-14,490313,Preventive,Transmission,Electrical system troubleshooting,7.6,737,156,15,TECH-012,False
TRUCK-0011,2022-03-17,487638,Emergency,Engine,Transmission fluid change,6.1,683,279,58,TECH-020,True
TRUCK-0011,2022-04-06,488948,Preventive,DOT Inspection,DOT annual inspection,4.2,993,85,7,TECH-015,False
TRUCK-0011,2021-05-03,474257,Emergency,DOT Inspection,DOT annual inspection,5.8,102,447,39,TECH-015,False
TRUCK-0011,2023-12-14,465693,Emergency,DOT Inspection,Engine diagnostic and repair,1.1,129,644,43,TECH-010,True
TRUCK-0011,2023-06-13,458578,Inspection,Tires,Electrical system troubleshooting,3.1,763,180,72,TECH-016,False
TRUCK-0011,2020-03-12,499874,Preventive,Engine,Tire rotation and balancing,6.6,275,660,33,TECH-012,True
TRUCK-0011,2021-02-07,467031,Corrective,Transmission,Brake pad replacement,3.3,331,707,58,TECH-014,True
TRUCK-0011,2021-11-09,502643,Inspection,Tires,Engine diagnostic and repair,1.0,243,604,63,TECH-004,True
TRUCK-0011,2023-04-24,463231,Preventive,Brakes,Electrical system troubleshooting,4.3,237,635,60,TECH-004,False
TRUCK-0011,2022-12-31,491954,Preventive,DOT Inspection,Tire rotation and balancing,4.5,979,540,16,TECH-001,True
TRUCK-0011,2022-07-21,475481,Preventive,Engine,Air filter replacement,0.8,375,205,42,TECH-009,True
TRUCK-0011,2021-12-07,508233,Emergency,Electrical,Transmission fluid change,3.7,1449,584,2,TECH-018,True
TRUCK-0011,2023-08-21,488656,Corrective,Transmission,Brake pad replacement,6.5,495,278,39,TECH-014,False
TRUCK-0011,2020-03-29,492581,Corrective,Tires,Air filter replacement,0.6,833,350,30,TECH-015,True
TRUCK-0011,2022-03-11,487021,Inspection,Brakes,Electrical system troubleshooting,7.2,533,286,46,TECH-005,False
TRUCK-0011,2020-03-29,473305,Preventive,Brakes,Transmission fluid change,2.8,372,149,10,TECH-002,True
TRUCK-0011,2022-10-03,475585,Corrective,Engine,Oil change and filter replacement,4.3,860,92,54,TECH-005,True
TRUCK-0011,2023-11-24,468398,Emergency,Electrical,Coolant system flush,0.9,1110,434,32,TECH-004,True
TRUCK-0011,2021-11-11,471351,Inspection,Brakes,Electrical system troubleshooting,2.7,65,434,64,TECH-009,True
TRUCK-0011,2021-01-04,476357,Corrective,Tires,Tire rotation and balancing,4.3,1024,317,46,TECH-012,True
TRUCK-0011,2023-06-25,466555,Inspection,Tires,DOT annual inspection,7.2,1294,489,38,TECH-013,True
TRUCK-0011,2021-07-23,489533,Corrective,Transmission,Transmission fluid change,5.6,1496,483,46,TECH-007,False
TRUCK-0011,2022-12-12,476078,Emergency,Electrical,Electrical system troubleshooting,6.3,1337,424,20,TECH-015,True
TRUCK-0011,2023-02-26,461923,Corrective,Electrical,Transmission fluid change,6.7,529,107,47,TECH-019,True
TRUCK-0011,2021-03-11,459242,Emergency,Transmission,Engine diagnostic and repair,1.7,532,274,47,TECH-002,True
TRUCK-0011,2020-06-19,500693,Inspection,Electrical,Coolant system flush,2.4,534,679,25,TECH-006,True
TRUCK-0011,2021-09-16,484975,Emergency,Brakes,Coolant system flush,1.5,464,477,43,TECH-005,True
TRUCK-0011,2023-09-02,463719,Emergency,Transmission,Tire rotation and balancing,3.5,1343,522,13,TECH-007,False
TRUCK-0011,2023-07-21,458571,Corrective,Engine,Brake pad replacement,2.8,262,321,34,TECH-018,False
TRUCK-0011,2023-05-26,505286,Emergency,Tires,Brake pad replacement,5.4,274,757,55,TECH-007,False
TRUCK-0011,2023-05-20,469213,Inspection,Engine,Oil change and filter replacement,5.1,306,369,18,TECH-012,True
TRUCK-0011,2023-08-18,501690,Preventive,Brakes,Engine diagnostic and repair,1.0,225,247,62,TECH-010,True
TRUCK-0011,2022-12-15,497803,Preventive,Brakes,Air filter replacement,7.9,930,766,60,TECH-005,True
TRUCK-0011,2020-03-04,507283,Preventive,Engine,Electrical system troubleshooting,7.1,1425,570,52,TECH-017,True
TRUCK-0011,2020-09-07,471719,Preventive,DOT Inspection,DOT annual inspection,5.8,1079,259,63,TECH-006,True
TRUCK-0011,2022-09-16,486430,Corrective,Engine,DOT annual inspection,7.7,610,425,42,TECH-017,True
TRUCK-0011,2021-07-06,495855,Inspection,Electrical,Tire rotation and balancing,1.9,140,280,66,TECH-005,True
TRUCK-0011,2021-01-30,472421,Preventive,Tires,Oil change and filter replacement,7.1,586,733,10,TECH-016,False
TRUCK-0011,2023-03-08,505226,Inspection,Engine,Tire rotation and balancing,2.2,1479,480,54,TECH-009,False
TRUCK-0011,2020-09-12,468861,Corrective,Transmission,Brake pad replacement,7.7,1168,377,36,TECH-002,False
TRUCK-0012,2022-06-10,204145,Emergency,Engine,Engine diagnostic and repair,5.7,247,678,63,TECH-018,True
TRUCK-0012,2020-01-12,194974,Corrective,Electrical,Engine diagnostic and repair,6.6,649,295,9,TECH-017,True
TRUCK-0012,2021-11-04,197394,Emergency,Brakes,Coolant system flush,2.2,1157,276,30,TECH-010,True
TRUCK-0012,2021-05-30,226837,Emergency,Electrical,Transmission fluid change,4.2,1159,317,0,TECH-017,True
TRUCK-0012,2022-07-23,191938,Inspection,Electrical,Electrical system troubleshooting,2.4,205,632,29,TECH-004,False
TRUCK-0012,2022-03-02,230370,Corrective,Transmission,Oil change and filter replacement,2.6,876,439,17,TECH-014,True
TRUCK-0012,2022-06-24,217221,Emergency,Brakes,Engine diagnostic and repair,1.9,83,663,71,TECH-006,True
TRUCK-0012,2022-09-11,191368,Corrective,Electrical,Air filter replacement,7.4,1369,267,64,TECH-011,False
TRUCK-0012,2020-06-13,210776,Preventive,Transmission,Tire rotation and balancing,3.5,1255,397,21,TECH-020,True
TRUCK-0012,2020-05-18,194526,Preventive,Transmission,Oil change and filter replacement,7.8,891,490,16,TECH-013,True
TRUCK-0012,2020-10-16,214554,Emergency,Tires,Electrical system troubleshooting,3.5,1338,597,56,TECH-006,True
TRUCK-0012,2022-03-27,231665,Emergency,DOT Inspection,Oil change and filter replacement,3.1,1001,242,1,TECH-006,True
TRUCK-0012,2022-05-11,217219,Preventive,DOT Inspection,Air filter replacement,3.5,1130,448,50,TECH-008,True
TRUCK-0012,2022-09-23,212454,Corrective,Tires,Electrical system troubleshooting,5.6,1141,327,61,TECH-002,True
TRUCK-0012,2020-11-01,219896,Corrective,Transmission,Engine diagnostic and repair,3.7,224,385,31,TECH-020,False
TRUCK-0012,2020-01-01,209942,Corrective,Transmission,Air filter replacement,7.4,815,221,66,TECH-004,True
TRUCK-0012,2023-07-16,204460,Emergency,Electrical,Brake pad replacement,0.9,674,527,16,TECH-019,True
TRUCK-0012,2022-04-02,214094,Preventive,Brakes,Air filter replacement,5.4,684,776,4,TECH-006,False
TRUCK-0012,2020-05-29,230142,Emergency,Transmission,Electrical system troubleshooting,2.4,586,88,72,TECH-019,False
TRUCK-0012,2022-06-13,191662,Emergency,Engine,Electrical system troubleshooting,2.2,1179,306,22,TECH-006,True
TRUCK-0012,2020-06-04,220590,Inspection,Tires,Oil change and filter replacement,4.4,323,543,62,TECH-006,True
TRUCK-0012,2021-03-18,236662,Preventive,Brakes,Tire rotation and balancing,6.1,551,611,71,TECH-018,False
TRUCK-0012,2023-08-03,207629,Preventive,Electrical,Electrical system troubleshooting,2.9,744,663,37,TECH-016,True
TRUCK-0012,2022-09-09,195169,Preventive,Tires,Brake pad replacement,1.3,1259,718,34,TECH-013,True
TRUCK-0012,2021-07-09,217164,Preventive,Tires,Brake pad replacement,2.2,593,371,50,TECH-013,True
TRUCK-0012,2021-08-23,232124,Inspection,Electrical,Engine diagnostic and repair,1.1,1104,335,42,TECH-020,True
TRUCK-0012,2023-11-12,199907,Preventive,Electrical,Air filter replacement,4.7,266,145,72,TECH-010,False
TRUCK-0012,2020-11-08,193919,Inspection,Transmission,Oil change and filter replacement,5.1,410,503,12,TECH-002,True
TRUCK-0012,2020-10-09,205750,Preventive,Transmission,Electrical system troubleshooting,4.2,1428,538,25,TECH-002,False
TRUCK-0012,2023-10-01,209088,Preventive,Transmission,Transmission fluid change,1.7,157,576,7,TECH-012,True
TRUCK-0012,2023-05-04,223314,Preventive,Engine,Air filter replacement,0.6,1263,515,36,TECH-017,True
TRUCK-0012,2023-01-03,232880,Inspection,DOT Inspection,Electrical system troubleshooting,7.5,796,578,22,TECH-006,True
TRUCK-0012,2021-06-26,222996,Corrective,DOT Inspection,Oil change and filter replacement,1.9,748,792,47,TECH-018,False
TRUCK-0012,2020-04-13,237384,Inspection,Transmission,Tire rotation and balancing,1.3,1493,430,9,TECH-017,True
TRUCK-0012,2020-06-12,194285,Corrective,Engine,Coolant system flush,5.9,646,735,33,TECH-015,True
TRUCK-0012,2022-09-25,222324,Emergency,DOT Inspection,Air filter replacement,3.6,1498,724,65,TECH-017,False
TRUCK-0012,2023-04-06,223030,Preventive,Electrical,Air filter replacement,8.0,554,405,45,TECH-006,True
TRUCK-0012,2020-02-06,222063,Corrective,Tires,Tire rotation and balancing,4.5,720,435,9,TECH-004,False
TRUCK-0012,2020-03-12,215649,Emergency,Engine,Engine diagnostic and repair,3.7,696,378,24,TECH-016,True
TRUCK-0012,2023-12-27,202844,Emergency,Brakes,Tire rotation and balancing,5.6,1346,714,70,TECH-013,True
TRUCK-0012,2023-04-12,206882,Corrective,Brakes,Transmission fluid change,1.3,368,89,12,TECH-017,True
TRUCK-0012,2022-07-30,236409,Preventive,DOT Inspection,DOT annual inspection,1.3,470,432,59,TECH-020,True
TRUCK-0012,2023-04-08,229023,Corrective,DOT Inspection,Tire rotation and balancing,3.0,1425,611,46,TECH-013,True
TRUCK-0012,2021-09-19,201502,Corrective,Brakes,Electrical system troubleshooting,3.2,789,371,25,TECH-004,True
TRUCK-0012,2021-08-16,229990,Corrective,Electrical,Transmission fluid change,5.0,140,773,47,TECH-017,False
TRUCK-0012,2021-12-04,198551,Emergency,Engine,Electrical system troubleshooting,1.1,308,681,61,TECH-012,True
TRUCK-0012,2022-03-06,207396,Corrective,DOT Inspection,Transmission fluid change,2.3,596,243,52,TECH-005,True
TRUCK-0012,2020-11-23,203479,Corrective,Engine,Air filter replacement,7.0,359,300,27,TECH-004,True
TRUCK-0012,2020-08-07,195235,Corrective,DOT Inspection,DOT annual inspection,0.5,931,598,51,TECH-011,False
TRUCK-0012,2021-03-18,237808,Emergency,Engine,Transmission fluid change,3.8,1011,646,70,TECH-010,True
TRUCK-0012,2021-01-19,212165,Emergency,Engine,Transmission fluid change,3.5,1427,300,5,TECH-014,True
TRUCK-0012,2022-06-22,221823,Emergency,Transmission,DOT annual inspection,6.9,1217,120,52,TECH-013,True
TRUCK-0012,2023-10-23,225997,Emergency,Brakes,Oil change and filter replacement,7.8,1067,598,68,TECH-010,False
TRUCK-0012,2022-06-18,220361,Emergency,Brakes,Oil change and filter replacement,2.7,1196,269,71,TECH-006,True
TRUCK-0012,2021-04-30,197643,Corrective,DOT Inspection,DOT annual inspection,1.7,170,209,67,TECH-005,True
TRUCK-0012,2022-06-25,213478,Corrective,Transmission,Engine diagnostic and repair,7.3,882,725,61,TECH-007,False
TRUCK-0012,2023-07-19,189361,Preventive,Engine,Transmission fluid change,5.9,1019,203,3,TECH-007,True
TRUCK-0012,2020-12-26,206496,Preventive,Electrical,Oil change and filter replacement,3.0,333,785,28,TECH-012,True
TRUCK-0012,2022-06-28,212638,Emergency,Transmission,Air filter replacement,1.7,819,403,52,TECH-011,False
TRUCK-0012,2023-05-28,216277,Emergency,Transmission,Engine diagnostic and repair,0.9,790,175,43,TECH-011,True
TRUCK-0012,2020-12-16,215051,Inspection,Electrical,DOT annual inspection,4.9,264,400,5,TECH-002,False
TRUCK-0012,2022-03-20,236886,Corrective,Tires,Tire rotation and balancing,1.5,516,615,50,TECH-015,True
TRUCK-0012,2022-07-25,235182,Preventive,Engine,Coolant system flush,1.9,1378,113,54,TECH-011,True
TRUCK-0012,2020-11-02,216161,Preventive,Brakes,Brake pad replacement,4.3,661,656,37,TECH-007,True
TRUCK-0012,2022-12-16,197998,Emergency,DOT Inspection,Brake pad replacement,1.9,1086,114,42,TECH-010,True
TRUCK-0012,2021-01-27,235067,Inspection,Brakes,Engine diagnostic and repair,8.0,767,416,46,TECH-006,False
TRUCK-0012,2021-02-17,205405,Inspection,Transmission,Oil change and filter replacement,3.2,805,395,61,TECH-005,True
